emoji,category,title,keywords
🇲🇩,flags,regional indicator symbol letter m regional indicator symbol letter d,"[country, flag, moldova]"
🇲🇪,flags,regional indicator symbol letter m regional indicator symbol letter e,"[country, flag, montenegro]"
🇲🇫,flags,regional indicator symbol letter m regional indicator symbol letter f,"[country, flag, saint, french, martin]"
🇲🇬,flags,regional indicator symbol letter m regional indicator symbol letter g,"[country, flag, madagascar]"
🇲🇭,flags,regional indicator symbol letter m regional indicator symbol letter h,"[island, flag, marshall, country]"
🇲🇰,flags,regional indicator symbol letter m regional indicator symbol letter k,"[country, flag, macedonia]"
🇲🇱,flags,regional indicator symbol letter m regional indicator symbol letter l,"[country, flag, mali]"
🇲🇲,flags,regional indicator symbol letter m regional indicator symbol letter m,"[burma, country, flag, myanmar]"
🇲🇳,flags,regional indicator symbol letter m regional indicator symbol letter n,"[country, flag, mongolia]"
🇲🇴,flags,regional indicator symbol letter m regional indicator symbol letter o,"[macao, flag, china, macau, country]"
🇲🇵,flags,regional indicator symbol letter m regional indicator symbol letter p,"[north, mariana, northern mariana, island, flag, country]"
🇲🇶,flags,regional indicator symbol letter m regional indicator symbol letter q,"[country, flag, martinique]"
🇲🇷,flags,regional indicator symbol letter m regional indicator symbol letter r,"[mauritania, flag, country]"
🇲🇸,flags,regional indicator symbol letter m regional indicator symbol letter s,"[country, flag, montserrat]"
🇲🇹,flags,regional indicator symbol letter m regional indicator symbol letter t,"[country, flag, malta]"
🇲🇺,flags,regional indicator symbol letter m regional indicator symbol letter u,"[mauritius, country, flag]"
🇲🇻,flags,regional indicator symbol letter m regional indicator symbol letter v,"[country, flag, maldives]"
🇲🇼,flags,regional indicator symbol letter m regional indicator symbol letter w,"[country, flag, malawi]"
🇲🇽,flags,regional indicator symbol letter m regional indicator symbol letter x,"[country, flag, mexican, mexico]"
🇲🇾,flags,regional indicator symbol letter m regional indicator symbol letter y,"[malaysia, flag, country]"
🇲🇿,flags,regional indicator symbol letter m regional indicator symbol letter z,"[country, flag, mozambique]"
🇳🇦,flags,regional indicator symbol letter n regional indicator symbol letter a,"[country, flag, namibia]"
🇳🇨,flags,regional indicator symbol letter n regional indicator symbol letter c,"[new, flag, new caledonia, country]"
🇳🇪,flags,regional indicator symbol letter n regional indicator symbol letter e,"[country, flag, niger]"
🇳🇫,flags,regional indicator symbol letter n regional indicator symbol letter f,"[island, flag, norfolk, country]"
🇳🇬,flags,regional indicator symbol letter n regional indicator symbol letter g,"[country, flag, nigeria]"
🇳🇮,flags,regional indicator symbol letter n regional indicator symbol letter i,"[country, flag, nicaragua]"
🇳🇱,flags,regional indicator symbol letter n regional indicator symbol letter l,"[country, flag, netherlands]"
🇳🇴,flags,regional indicator symbol letter n regional indicator symbol letter o,"[country, flag, norway]"
🇳🇵,flags,regional indicator symbol letter n regional indicator symbol letter p,"[country, flag, nepal]"
🇳🇷,flags,regional indicator symbol letter n regional indicator symbol letter r,"[country, flag, nauru]"
🇳🇺,flags,regional indicator symbol letter n regional indicator symbol letter u,"[country, flag, niue]"
🇳🇿,flags,regional indicator symbol letter n regional indicator symbol letter z,"[new, flag, new zealand, country]"
🇴🇲,flags,regional indicator symbol letter o regional indicator symbol letter m,"[oman, flag, country]"
🇵🇦,flags,regional indicator symbol letter p regional indicator symbol letter a,"[country, flag, panama]"
🇵🇪,flags,regional indicator symbol letter p regional indicator symbol letter e,"[country, flag, peru]"
🇵🇫,flags,regional indicator symbol letter p regional indicator symbol letter f,"[country, flag, french, polynesia]"
🇵🇬,flags,regional indicator symbol letter p regional indicator symbol letter g,"[guinea, flag, country, papua new guinea, new]"
🇵🇭,flags,regional indicator symbol letter p regional indicator symbol letter h,"[country, flag, philippines]"
🇵🇰,flags,regional indicator symbol letter p regional indicator symbol letter k,"[pakistan, flag, country]"
🇵🇱,flags,regional indicator symbol letter p regional indicator symbol letter l,"[country, flag, poland]"
🇵🇲,flags,regional indicator symbol letter p regional indicator symbol letter m,"[miquelon, country, flag, pierre, saint]"
🇵🇳,flags,regional indicator symbol letter p regional indicator symbol letter n,"[pitcairn, island, flag, country]"
🇵🇷,flags,regional indicator symbol letter p regional indicator symbol letter r,"[country, flag, puerto rico]"
🇵🇸,flags,regional indicator symbol letter p regional indicator symbol letter s,"[palestine, country, flag]"
🇵🇹,flags,regional indicator symbol letter p regional indicator symbol letter t,"[country, flag, portugal]"
🇵🇼,flags,regional indicator symbol letter p regional indicator symbol letter w,"[country, flag, palau]"
🇵🇾,flags,regional indicator symbol letter p regional indicator symbol letter y,"[paraguay, country, flag]"
🇶🇦,flags,regional indicator symbol letter q regional indicator symbol letter a,"[country, flag, qatar]"
🇷🇪,flags,regional indicator symbol letter r regional indicator symbol letter e,"[country, flag, r union, reunion]"
🇷🇴,flags,regional indicator symbol letter r regional indicator symbol letter o,"[country, flag, romania]"
🇷🇸,flags,regional indicator symbol letter r regional indicator symbol letter s,"[country, flag, serbia]"
🇷🇺,flags,regional indicator symbol letter r regional indicator symbol letter u,"[country, flag, russia]"
🇷🇼,flags,regional indicator symbol letter r regional indicator symbol letter w,"[country, flag, rwanda]"
🇸🇦,flags,regional indicator symbol letter s regional indicator symbol letter a,"[country, flag, saudi arabia]"
🇸🇧,flags,regional indicator symbol letter s regional indicator symbol letter b,"[island, flag, solomon, country]"
🇸🇨,flags,regional indicator symbol letter s regional indicator symbol letter c,"[country, flag, seychelles]"
🇸🇩,flags,regional indicator symbol letter s regional indicator symbol letter d,"[sudan, country, flag]"
🇸🇪,flags,regional indicator symbol letter s regional indicator symbol letter e,"[country, flag, sweden]"
🇸🇬,flags,regional indicator symbol letter s regional indicator symbol letter g,"[country, flag, singapore]"
🇸🇭,flags,regional indicator symbol letter s regional indicator symbol letter h,"[helena, flag, saint, country]"
🇸🇮,flags,regional indicator symbol letter s regional indicator symbol letter i,"[slovenia, flag, country]"
🇸🇯,flags,regional indicator symbol letter s regional indicator symbol letter j,"[jan mayen, svalbard, flag, country]"
🇸🇰,flags,regional indicator symbol letter s regional indicator symbol letter k,"[country, flag, slovakia]"
🇸🇱,flags,regional indicator symbol letter s regional indicator symbol letter l,"[country, flag, sierra leone]"
🇸🇲,flags,regional indicator symbol letter s regional indicator symbol letter m,"[country, flag, san marino]"
🇸🇳,flags,regional indicator symbol letter s regional indicator symbol letter n,"[country, flag, senegal]"
🇸🇴,flags,regional indicator symbol letter s regional indicator symbol letter o,"[country, flag, somalia]"
🇸🇷,flags,regional indicator symbol letter s regional indicator symbol letter r,"[country, flag, suriname]"
🇸🇸,flags,regional indicator symbol letter s regional indicator symbol letter s,"[sudan, country, flag, south sudan, south]"
🇸🇹,flags,regional indicator symbol letter s regional indicator symbol letter t,"[country, principe, pr ncipe, flag, s o tom, sao tome]"
🇸🇻,flags,regional indicator symbol letter s regional indicator symbol letter v,"[el salvador, country, flag]"
🇸🇽,flags,regional indicator symbol letter s regional indicator symbol letter x,"[country, flag, sint, maarten]"
🇸🇾,flags,regional indicator symbol letter s regional indicator symbol letter y,"[syria, flag, country]"
🇸🇿,flags,regional indicator symbol letter s regional indicator symbol letter z,"[country, flag, swaziland]"
🇹🇦,flags,regional indicator symbol letter t regional indicator symbol letter a,"[country, flag, tristan da cunha]"
🇹🇨,flags,regional indicator symbol letter t regional indicator symbol letter c,"[caicos, island, flag, turks, country]"
🇹🇩,flags,regional indicator symbol letter t regional indicator symbol letter d,"[country, flag, chad]"
🇹🇫,flags,regional indicator symbol letter t regional indicator symbol letter f,"[country, antarctic, flag, french]"
🇹🇬,flags,regional indicator symbol letter t regional indicator symbol letter g,"[togo, flag, country]"
🇹🇭,flags,regional indicator symbol letter t regional indicator symbol letter h,"[thailand, flag, country]"
🇹🇯,flags,regional indicator symbol letter t regional indicator symbol letter j,"[country, flag, tajikistan]"
🇹🇰,flags,regional indicator symbol letter t regional indicator symbol letter k,"[tokelau, country, flag]"
🇹🇱,flags,regional indicator symbol letter t regional indicator symbol letter l,"[east timor, country, flag, east, timor leste]"
🇹🇲,flags,regional indicator symbol letter t regional indicator symbol letter m,"[country, flag, turkmenistan]"
🇹🇳,flags,regional indicator symbol letter t regional indicator symbol letter n,"[tunisia, country, flag]"
🇹🇴,flags,regional indicator symbol letter t regional indicator symbol letter o,"[country, flag, tonga]"
🇹🇷,flags,regional indicator symbol letter t regional indicator symbol letter r,"[turkey, country, flag]"
🇹🇹,flags,regional indicator symbol letter t regional indicator symbol letter t,"[country, flag, tobago, trinidad]"
🇹🇻,flags,regional indicator symbol letter t regional indicator symbol letter v,"[tuvalu, flag, country]"
🇹🇼,flags,regional indicator symbol letter t regional indicator symbol letter w,"[country, flag, china, taiwan]"
🇹🇿,flags,regional indicator symbol letter t regional indicator symbol letter z,"[country, flag, tanzania]"
🇺🇦,flags,regional indicator symbol letter u regional indicator symbol letter a,"[ukraine, country, flag]"
🇺🇬,flags,regional indicator symbol letter u regional indicator symbol letter g,"[country, flag, uganda]"
🇺🇲,flags,regional indicator symbol letter u regional indicator symbol letter m,"[minor outlying, united, usa, island, us, united states, flag, country, america]"
🇺🇸,flags,regional indicator symbol letter u regional indicator symbol letter s,"[united, country, united states, flag, america, stars and stripes]"
🇺🇾,flags,regional indicator symbol letter u regional indicator symbol letter y,"[country, flag, uruguay]"
🇺🇿,flags,regional indicator symbol letter u regional indicator symbol letter z,"[uzbekistan, country, flag]"
🇻🇦,flags,regional indicator symbol letter v regional indicator symbol letter a,"[country, flag, vatican]"
🇻🇨,flags,regional indicator symbol letter v regional indicator symbol letter c,"[country, flag, grenadines, saint, vincent]"
🇻🇪,flags,regional indicator symbol letter v regional indicator symbol letter e,"[country, flag, venezuela]"
🇻🇬,flags,regional indicator symbol letter v regional indicator symbol letter g,"[island, flag, country, british, virgin]"
🇻🇮,flags,regional indicator symbol letter v regional indicator symbol letter i,"[united, usa, island, flag, us, united states, virgin, american, country, america]"
🇻🇳,flags,regional indicator symbol letter v regional indicator symbol letter n,"[country, flag, vietnam, viet nam]"
🇻🇺,flags,regional indicator symbol letter v regional indicator symbol letter u,"[country, flag, vanuatu]"
🇼🇫,flags,regional indicator symbol letter w regional indicator symbol letter f,"[country, flag, futuna, wallis]"
🇼🇸,flags,regional indicator symbol letter w regional indicator symbol letter s,"[country, flag, samoa]"
🇽🇰,flags,regional indicator symbol letter x regional indicator symbol letter k,"[country, flag, kosovo]"
🇾🇪,flags,regional indicator symbol letter y regional indicator symbol letter e,"[country, flag, yemen]"
🇾🇹,flags,regional indicator symbol letter y regional indicator symbol letter t,"[mayotte, country, flag]"
🇿🇦,flags,regional indicator symbol letter z regional indicator symbol letter a,"[country, flag, south, south africa]"
🇿🇲,flags,regional indicator symbol letter z regional indicator symbol letter m,"[country, flag, zambia]"
🇿🇼,flags,regional indicator symbol letter z regional indicator symbol letter w,"[country, flag, zimbabwe]"
🈁,symbols,squared katakana koko,"[symbol, japanese]"
🈂,symbols,squared katakana sa,"[symbol, japanese]"
🈚,symbols,squared cjk unified ideograph,"[symbol, japanese]"
🈯,symbols,squared cjk unified ideograph,"[symbol, japanese]"
🈲,symbols,squared cjk unified ideograph,"[japan, symbol, japanese]"
🈳,symbols,squared cjk unified ideograph a a,"[symbol, chinese]"
🈴,symbols,squared cjk unified ideograph,"[japan, symbol, chinese]"
🈵,symbols,squared cjk unified ideograph e,"[japan, symbol, chinese]"
🈶,symbols,squared cjk unified ideograph,"[symbol, japanese]"
🈷,symbols,squared cjk unified ideograph,"[symbol, japanese]"
🈸,symbols,squared cjk unified ideograph,"[symbol, chinese]"
🈹,symbols,squared cjk unified ideograph,"[symbol, japanese]"
🈺,symbols,squared cjk unified ideograph b,"[symbol, chinese]"
🉐,symbols,circled ideograph advantage,"[japan, symbol, japanese]"
🉑,symbols,circled ideograph accept,"[symbol, chinese]"
🌀,symbols,cyclone,"[drugs, symbol, dizzy, typhoon, weather, cyclone, twister]"
🌁,travel,foggy,"[building, places, travel, sky, vacation, weather, fog]"
🌂,people,closed umbrella,"[umbrella, object, sky, accessories, rain, weather, clothing]"
🌃,travel,night with stars,"[building, star, places, sky, vacation, goodnight, weather, night]"
🌄,travel,sunrise over mountains,"[mountain, places, sun, travel, camp, sky, vacation, morning, weather, day, sunrise]"
🌅,travel,sunrise,"[places, sun, travel, sky, vacation, morning, tropical, weather, hump day, day, sunrise]"
🌆,travel,cityscape at dusk,"[building, city, evening, places, dusk, sun, weather, sunset, landscape]"
🌇,travel,sunset over buildings,"[building, places, dusk, sun, sky, vacation, weather, sunset]"
🌈,travel,rainbow,"[rainbow, weather, sky, gay, rain]"
🌉,travel,bridge at night,"[bridge, places, travel, vacation, goodnight, weather, night]"
🌊,nature,water wave,"[swim, tropical, wave, water, weather, ocean, boat]"
🌋,travel,volcano,"[mountain, places, eruption, tropical, weather, volcano]"
🌌,travel,milky way,"[places, space, milky way, sky, vacation, weather, travel]"
🌍,nature,earth globe europe africa,"[europe, map, globe, africa, vacation, world, earth]"
🌎,nature,earth globe americas,"[map, globe, vacation, americas, world, earth]"
🌏,nature,earth globe asia australia,"[map, australia, globe, vacation, asia, world, earth]"
🌐,symbols,globe with meridians,"[symbol, earth, globe, meridians, world]"
🌑,nature,new moon symbol,"[dark, space, sky, weather, moon]"
🌒,nature,waxing crescent moon symbol,"[space, sky, moon, waxing, weather, crescent]"
🌓,nature,first quarter moon symbol,"[weather, quarter, sky, space, moon]"
🌔,nature,waxing gibbous moon symbol,"[space, sky, moon, waxing, weather, gibbous]"
🌕,nature,full moon symbol,"[weather, full, sky, space, moon]"
🌖,nature,waning gibbous moon symbol,"[space, waning, sky, moon, weather, gibbous]"
🌗,nature,last quarter moon symbol,"[weather, quarter, sky, space, moon]"
🌘,nature,waning crescent moon symbol,"[space, waning, sky, moon, weather, crescent]"
🌙,nature,crescent moon,"[space, sky, moon, goodnight, weather, crescent]"
🌚,nature,new moon with face,"[space, sky, moon, goodnight, weather, face]"
🌛,nature,first quarter moon with face,"[space, face, sky, moon, weather, quarter]"
🌜,nature,last quarter moon with face,"[space, face, sky, moon, weather, quarter]"
🌝,nature,full moon with face,"[full, space, sky, goodnight, moon, bright, weather, face]"
🌞,nature,sun with face,"[space, sun, sky, face, bright, weather, morning, hump day, day]"
🌟,nature,glowing star,"[glittery, star, space, sky, sparkle, glow, shining]"
🌠,travel,shooting star,"[falling, shooting, star, space, activity]"
🌡,objects,thermometer,"[science, object, hot, weather, health, thermometer]"
🌤,nature,white sun with small cloud,"[sun, weather, sky, cloud]"
🌥,nature,white sun behind cloud,"[sun, cold, weather, sky, cloud]"
🌦,nature,white sun behind cloud with rain,"[sun, sky, rain, weather, cold, cloud]"
🌧,nature,cloud with rain,"[winter, sky, rain, weather, cold, cloud]"
🌨,nature,cloud with snow,"[winter, sky, snow, weather, cold, cloud]"
🌩,nature,cloud with lightning,"[sky, rain, lightning, weather, cold, cloud]"
🌪,nature,cloud with tornado,"[tornado, sky, weather, cold, cloud, whirlwind]"
🌫,nature,fog,"[weather, cold, fog, sky, cloud]"
🌬,nature,wind blowing face,"[blow, face, weather, cloud, cold, wind]"
🌭,food,hot dog,"[sausage, hot dog, food, frankfurter, america, hotdog]"
🌮,food,taco,"[food, vagina, mexican, taco]"
🌯,food,burrito,"[food, mexican, burrito]"
🌰,nature,chestnut,"[chestnut, plant, nature]"
🌱,nature,seedling,"[plant, nature, leaf, young, seedling]"
🌲,nature,evergreen tree,"[evergreen, plant, nature, camp, tree, trees, holidays, christmas]"
🌳,nature,deciduous tree,"[plant, nature, camp, tree, shedding, trees, deciduous]"
🌴,nature,palm tree,"[plant, nature, tree, trees, tropical, palm]"
🌵,nature,cactus,"[plant, cactus, trees, nature]"
🌶,food,hot pepper,"[plant, food, hot, vegetables, pepper]"
🌷,nature,tulip,"[plant, flower, nature, tulip, vagina, girls night]"
🌸,nature,cherry blossom,"[plant, flower, nature, blossom, cherry, tropical]"
🌹,nature,rose,"[beautiful, plant, flower, nature, rose, rip, condolence]"
🌺,nature,hibiscus,"[hibiscus, tropical, plant, flower, nature]"
🌻,nature,sunflower,"[sun, plant, flower, sunflower, nature]"
🌼,nature,blossom,"[blossom, plant, flower, nature]"
🌽,food,ear of maize,"[maize, plant, food, corn, maze, ear, vegetables]"
🌾,nature,ear of rice,"[rice, plant, ear, leaf, nature]"
🌿,nature,herb,"[herb, plant, leaf, nature]"
🍀,nature,four leaf clover,"[, clover, plant, leaf, nature, sol, four, luck]"
🍁,nature,maple leaf,"[falling, leaf, plant, maple, nature]"
🍂,nature,fallen leaf,"[falling, leaf, plant, nature]"
🍃,nature,leaf fluttering in wind,"[blow, plant, leaf, nature, flutter, wind]"
🍄,nature,mushroom,"[drugs, plant, mushroom, nature]"
🍅,food,tomato,"[tomato, plant, food, vegetables, fruit, vegetable]"
🍆,food,aubergine,"[plant, aubergine, food, vegetables, penis, eggplant, vegetable]"
🍇,food,grapes,"[food, plant, fruit, grape]"
🍈,food,melon,"[melon, food, plant, fruit, boobs]"
🍉,food,watermelon,"[food, plant, fruit, watermelon]"
🍊,food,tangerine,"[orange, food, plant, fruit, tangerine]"
🍋,food,lemon,"[citrus, food, plant, fruit, lemon]"
🍌,food,banana,"[penis, food, plant, fruit, banana]"
🍍,food,pineapple,"[food, tropical, plant, fruit, pineapple]"
🍎,food,red apple,"[plant, apple, food, fruit, red, creationism]"
🍏,food,green apple,"[food, plant, fruit, green, apple]"
🍐,food,pear,"[food, plant, fruit, pear]"
🍑,food,peach,"[food, plant, fruit, peach, butt]"
🍒,food,cherries,"[food, cherry, plant, fruit]"
🍓,food,strawberry,"[food, strawberry, plant, fruit, berry]"
🍔,food,hamburger,"[food, burger, america, hamburger]"
🍕,food,slice of pizza,"[cheese, slice, food, boys night, pizza, italian]"
🍖,food,meat on bone,"[food, meat, bone]"
🍗,food,poultry leg,"[poultry, leg, food, holidays, chicken, bone]"
🍘,food,rice cracker,"[food, rice, cracker, sushi]"
🍙,food,rice ball,"[ball, food, sushi, japanese, japan, rice]"
🍚,food,cooked rice,"[food, cooked, rice, sushi, japan]"
🍛,food,curry and rice,"[food, rice, curry]"
🍜,food,steaming bowl,"[noodle, steaming, bowl, food, japan, noodles, ramen]"
🍝,food,spaghetti,"[pasta, food, noodles, spaghetti, italian]"
🍞,food,bread,"[food, loaf, bread]"
🍟,food,french fries,"[food, america, fries, french]"
🍠,food,roasted sweet potato,"[food, sweet, vegetables, roasted, potato]"
🍡,food,dango,"[food, dessert, japanese, stick, sweet, skewer, dango]"
🍢,food,oden,"[kebab, food, seafood, oden, stick, skewer]"
🍣,food,sushi,"[food, japan, sushi]"
🍤,food,fried shrimp,"[food, fried, prawn, tempura, shrimp]"
🍥,food,fish cake with swirl design,"[food, fish, sushi, swirl, pastry, cake]"
🍦,food,soft ice cream,"[food, dessert, ice, icecream, sweet, soft, cream]"
🍧,food,shaved ice,"[food, dessert, shaved, ice, sweet]"
🍨,food,ice cream,"[food, dessert, sweet, ice, cream]"
🍩,food,doughnut,"[food, dessert, doughnut, sweet, donut]"
🍪,food,cookie,"[food, dessert, vagina, cookie, sweet]"
🍫,food,chocolate bar,"[bar, food, dessert, halloween, chocolate, sweet]"
🍬,food,candy,"[food, dessert, halloween, candy, sweet]"
🍭,food,lollipop,"[food, dessert, halloween, candy, sweet, lollipop]"
🍮,food,custard,"[food, dessert, sweet, pudding, custard]"
🍯,food,honey pot,"[food, sweet, pot, honey, vagina, honeypot]"
🍰,food,shortcake,"[slice, food, dessert, pastry, sweet, cake, shortcake]"
🍱,food,bento box,"[box, sushi, food, bento, object, japan]"
🍲,food,pot of food,"[food, pot, stew, steam]"
🍳,,cooking,"[frying, cooking, egg, pan]"
🍴,food,fork and knife,"[fork, object, food, weapon, cooking, knife]"
🍵,food,teacup without handle,"[cup, tea, drink, caffeine, morning, teacup, beverage, japan, steam]"
🍶,food,sake bottle and cup,"[bar, alcohol, cup, sake, drink, beverage, girls night, bottle, japan]"
🍷,food,wine glass,"[bar, alcohol, drink, glass, beverage, girls night, parties, wine, italian]"
🍸,food,cocktail glass,"[bar, alcohol, cocktail, drink, glass, girls night, parties]"
🍹,food,tropical drink,"[tropical, drink, bar, alcohol, cocktail]"
🍺,food,beer mug,"[bar, alcohol, drink, mug, beer, parties]"
🍻,food,clinking beer mugs,"[thank you, bar, alcohol, drink, mug, cheers, beer, parties, boys night, clink]"
🍼,food,baby bottle,"[object, food, drink, bottle, baby, milk]"
🍽,food,fork and knife with plate,"[fork, plate, object, food, cooking, knife]"
🍾,food,bottle with popping cork,"[bar, alcohol, drink, cork, cheers, bottle, parties, popping]"
🍿,food,popcorn,"[popcorn, food, parties]"
🎀,objects,ribbon,"[birthday, object, gift, ribbon, celebration]"
🎁,objects,wrapped present,"[box, gift, entertainment, object, holidays, birthday, parties, wrapped, christmas, present, celebration]"
🎂,food,birthday cake,"[food, dessert, parties, birthday, pastry, sweet, cake, celebration]"
🎃,nature,jack o lantern,"[entertainment, halloween, holidays, jack, activity, celebration, lantern]"
🎄,nature,christmas tree,"[plant, entertainment, tree, trees, holidays, activity, christmas, celebration]"
🎅,people,father christmas,"[diversity, winter, people, father, holidays, fantasy, fairy tale, santa, activity, hat, christmas, celebration]"
🎅🏻,people,father christmas type,[]
🎅🏼,people,father christmas type,[]
🎅🏽,people,father christmas type,[]
🎅🏾,people,father christmas type,[]
🎅🏿,people,father christmas type,[]
🎆,travel,fireworks,"[parties, fireworks, celebration, entertainment, activity]"
🎇,travel,firework sparkler,"[entertainment, fireworks, sparkle, parties, activity, celebration]"
🎈,objects,balloon,"[good, entertainment, balloon, object, parties, birthday, activity, celebration]"
🎉,objects,party popper,"[good, girls night, entertainment, object, boys night, parties, holidays, cheers, birthday, popper, activity, party, tada, celebration]"
🎊,objects,confetti ball,"[ball, entertainment, object, parties, holidays, cheers, birthday, girls night, activity, confetti, boys night, celebration]"
🎋,nature,tanabata tree,"[plant, entertainment, nature, tree, japanese, trees, activity, banner, celebration]"
🎌,objects,crossed flags,"[object, japanese, cross, flag, crossed, activity, japan, celebration]"
🎍,nature,pine decoration,"[plant, nature, japanese, pine, activity, bamboo, celebration]"
🎎,objects,japanese dolls,"[doll, festival, entertainment, people, japanese, activity, japan, celebration]"
🎏,objects,carp streamer,"[entertainment, carp, object, flag, streamer, activity, japan, celebration]"
🎐,objects,wind chime,"[object, japan, bell, entertainment, activity, chime, wind, celebration]"
🎑,travel,moon viewing ceremony,"[ceremony, places, entertainment, travel, space, sky, moon, activity, celebration]"
🎒,people,school satchel,"[school, fashion, office, satchel, vacation, bag, activity, accessories]"
🎓,people,graduation cap,"[office, clothing, cap, accessories, graduation, activity, hat, celebration]"
🎖,activity,military medal,"[win, object, award, military, medal, celebration]"
🎗,activity,reminder ribbon,"[reminder, award, ribbon, celebration]"
🎙,objects,studio microphone,"[microphone, mic, object, studio, music, electronics]"
🎚,objects,level slider,"[slider, music, level]"
🎛,objects,control knobs,"[control, knobs, music, time]"
🎞,objects,film frames,"[entertainment, movie, object, camera, cinema, frames, film]"
🎟,activity,admission tickets,"[theatre, entertainment, movie, admission, parties, ticket]"
🎠,travel,carousel horse,"[horse, roller coaster, places, entertainment, object, vacation, carousel, activity]"
🎡,travel,ferris wheel,"[wheel, places, entertainment, activity, vacation, ferris, amusement park, ferris wheel]"
🎢,travel,roller coaster,"[coaster, roller coaster, places, entertainment, activity, vacation, amusement park, roller]"
🎣,activity,fishing pole and fish,"[entertainment, fish, vacation, pole, fishing, sport]"
🎤,activity,microphone,"[microphone, entertainment, instruments, mic, activity, karaoke]"
🎥,objects,movie camera,"[object, cinema, movie, entertainment, camera, activity]"
🎦,symbols,cinema,"[cinema, movie, symbol, entertainment, camera, activity, film]"
🎧,activity,headphone,"[headphone, instruments, earbud, entertainment, activity]"
🎨,activity,artist palette,"[palette, art, entertainment, museum, activity, painting]"
🎩,people,top hat,"[fashion, entertainment, clothing, top, accessories, activity, tophat, hat]"
🎪,activity,circus tent,"[tent, circus, circus tent, entertainment, activity]"
🎫,activity,ticket,"[theatre, entertainment, movie, admission, parties, activity, ticket]"
🎬,activity,clapper board,"[clapper, movie, entertainment, activity]"
🎭,activity,performing arts,"[art, theatre, entertainment, movie, performing, mask, activity, theater]"
🎮,activity,video game,"[entertainment, game, controller, boys night, electronics, video game]"
🎯,activity,direct hit,"[eye, target, entertainment, activity, boys night, dart, game, bullseye, bull, hit, sport]"
🎰,activity,slot machine,"[slot, boys night, game, activity]"
🎱,activity,billiards,"[, ball, billiards, game, billiard, eight, boys night, sport, luck]"
🎲,activity,game die,"[dice, entertainment, die, object, game, boys night]"
🎳,activity,bowling,"[boys night, game, ball, sport, bowling]"
🎴,symbols,flower playing cards,"[flower, entertainment, symbol, object, japanese, game, activity, playing, card]"
🎵,symbols,musical note,"[entertainment, instruments, symbol, note, music, activity]"
🎶,symbols,multiple musical notes,"[entertainment, instruments, notes, note, music, activity, symbol]"
🎷,activity,saxophone,"[entertainment, instruments, instrument, sax, saxophone, activity, music]"
🎸,activity,guitar,"[entertainment, instruments, guitar, instrument, music, activity]"
🎹,activity,musical keyboard,"[entertainment, instruments, activity, instrument, music, keyboard, piano]"
🎺,activity,trumpet,"[entertainment, instruments, instrument, music, activity, trumpet]"
🎻,activity,violin,"[entertainment, instruments, sarcastic, instrument, music, activity, violin]"
🎼,activity,musical score,"[instruments, entertainment, music, score, activity]"
🎽,activity,running shirt with sash,"[running, sash, award, shirt]"
🎾,activity,tennis racquet and ball,"[racquet, tennis, game, ball, sport]"
🎿,activity,ski and ski boot,"[cold, sport, ski, snow, skiing]"
🏀,activity,basketball and hoop,"[basketball, hoop, ball, sport, game]"
🏁,travel,chequered flag,"[flag, checkered, racing, object, chequered]"
🏂,activity,snowboarder,"[ski, snow, vacation, snowboard, snowboarding, cold, sport, hat]"
🏃,people,runner,"[diversity, people, runner, men, running, run, boys night, marathon]"
🏃🏻,people,runner type,[]
🏃🏼,people,runner type,[]
🏃🏽,people,runner type,[]
🏃🏾,people,runner type,[]
🏃🏿,people,runner type,[]
🏄,activity,surfer,"[surfing, diversity, men, vacation, surfer, tropical, sport]"
🏄🏻,activity,surfer type,[]
🏄🏼,activity,surfer type,[]
🏄🏽,activity,surfer type,[]
🏄🏾,activity,surfer type,[]
🏄🏿,activity,surfer type,[]
🏅,activity,sports medal,"[perfect, win, object, award, sport, medal]"
🏆,activity,trophy,"[trophy, perfect, prize, win, object, award, game, parties]"
🏇,activity,horse racing,"[horse, jockey, racehorse, men, sport, racing, horse racing]"
🏈,activity,american football,"[ball, football, game, american, sport, america]"
🏉,activity,rugby football,"[sport, game, ball, rugby, football]"
🏊,activity,swimmer,"[swim, workout, sport, diversity, swimmer]"
🏊🏻,activity,swimmer type,[]
🏊🏼,activity,swimmer type,[]
🏊🏽,activity,swimmer type,[]
🏊🏾,activity,swimmer type,[]
🏊🏿,activity,swimmer type,[]
🏋,activity,weight lifter,"[flex, diversity, weight, win, workout, men, lifter, weight lifting, sport]"
🏋🏻,activity,weight lifter type,[]
🏋🏼,activity,weight lifter type,[]
🏋🏽,activity,weight lifter type,[]
🏋🏾,activity,weight lifter type,[]
🏋🏿,activity,weight lifter type,[]
🏌,activity,golfer,"[ball, golf, men, vacation, game, sport]"
🏍,travel,racing motorcycle,"[transportation, travel, bike, racing, motorcycle]"
🏎,travel,racing car,"[car, racing, transportation]"
🏏,activity,cricket bat and ball,"[sport, bat, ball, game, cricket]"
🏐,activity,volleyball,"[game, ball, sport, volleyball]"
🏑,activity,field hockey stick and ball,"[ball, field, game, hockey, sport, stick]"
🏒,activity,ice hockey stick and puck,"[puck, ice, game, hockey, sport, stick]"
🏓,activity,table tennis paddle and ball,"[bat, ball, table tennis, paddle, game, sport, ping pong]"
🏔,travel,snow capped mountain,"[mountain, places, travel, camp, vacation, snow, cold]"
